customer_id,gender,age_years,children_count,family_size,family_status,education_level,housing_type,owns_car,owns_property,monthly_income,income_type,employment_years,occupation,organization_type,contract_type,current_credit_amount,current_loan_annuity,goods_price,bureau_account_count,active_credit_count,closed_credit_count,bureau_credit_amount,bureau_debt_amount,bureau_credit_limit,bureau_overdue_amount,bureau_overdue_days,bureau_overdue_account_count,credit_prolongation_count,total_installments,total_amount_due,total_amount_paid,total_late_payments,total_on_time_payments,average_payment_delay,total_payment_delay_days,payment_difference,on_time_payment_ratio,payment_coverage_ratio,previous_application_count,previous_approved_count,previous_refused_count,previous_credit_amount,previous_avg_credit,previous_avg_annuity,previous_avg_down_payment,avg_credit_card_balance,max_credit_card_balance,avg_credit_limit,total_card_drawings,total_card_payments,avg_minimum_payment,avg_credit_utilisation,max_card_dpd,max_card_dpd_default,pos_account_records,avg_pos_installments,avg_future_installments,pos_dpd_count,max_pos_dpd,max_pos_dpd_default,current_dti,bureau_dti,previous_approval_ratio,bureau_overdue_ratio,city_tier,occupation_band,indian_household_size,synthetic_spending_ratio,food_expense,rent_expense,education_expense,healthcare_expense,transport_expense,utility_expense,discretionary_expense,synthetic_total_expense,synthetic_total_emi,available_surplus,monthly_savings,savings_rate,savings_balance,fd_amount,rd_contribution,upi_spending,upi_transaction_count,digital_payment_ratio,sip_contribution,mutual_fund_balance,ppf_contribution,nps_contribution,health_insurance,life_insurance,insurance_premium,insurance_payment_consistency,cash_flow_mean,cash_flow_std,cash_flow_min,cash_flow_negative_months
208976,F,31.42231348391513,1,3.0,Married,Higher education,House / apartment,Y,Y,157500.0,Working,4.736481861738535,High skill tech staff,Medicine,Cash loans,835605.0,24561.0,697500.0,8.0,4.0,4.0,1455084.0,848646.0,0.0,0.0,0.0,0.0,0.0,10.0,140321.565,140321.565,0.0,10.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,130032.0,130032.0,31279.455,0.0,,,,,,,,,,12.0,46.0,24.0,0.0,0.0,0.0,0.1559428571428571,5.388228571428572,1.0,0.0,Tier_2,Salaried,3,0.6931102201938338,48321.58,2720.2,13380.57,14058.35,14645.09,16039.06,11015.71,120180.56,24561.0,12758.44,7282.74,0.0462,252596.96,0.0,0.0,62954.06,148,0.5238,1658.47,71567.33,0.0,720.85,0,0,0.0,0.0,9001.29,15546.22,-23920.62,3
119330,F,54.16290212183436,0,2.0,Married,Secondary / secondary special,House / apartment,Y,Y,58500.0,Pensioner,,,XNA,Cash loans,675000.0,35964.0,675000.0,7.0,3.0,4.0,897081.885,225000.0,90000.0,0.0,0.0,0.0,0.0,3.0,192581.235,192581.235,0.0,3.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,232776.0,232776.0,22017.195,0.0,0.0,0.0,180000.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,33.0,27.0,0.0,0.0,0.0,0.6147692307692307,3.8461538461538463,1.0,0.0,Tier_3,Other,2,0.8514571566950431,25847.65,1273.78,0.0,4489.97,8204.26,7098.17,3648.51,50562.34,29250.0,0.0,0.0,0.0,0.0,0.0,0.0,28968.69,112,0.5729,0.0,0.0,0.0,0.0,0,0,0.0,0.0,-20157.96,5908.44,-34075.62,12
329158,M,43.73990417522245,0,2.0,Married,Secondary / secondary special,House / apartment,Y,N,135000.0,Commercial associate,4.301163586584531,Laborers,Transport: type 4,Cash loans,225000.0,12915.0,225000.0,3.0,0.0,3.0,50355.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,36119.835,36119.835,0.0,10.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,32139.0,32139.0,4934.16,7897.5,,,,,,,,,,14.0,82.0,53.5,0.0,0.0,0.0,0.0956666666666666,0.0,1.0,0.0,Tier_3,Other,2,0.5568541950498176,42656.86,4428.53,0.0,8456.37,7925.61,6543.02,12909.8,82920.19,12915.0,39164.81,19657.09,0.1456,625004.24,0.0,0.0,30149.11,80,0.3636,0.0,0.0,3438.46,2096.25,0,0,0.0,0.0,43045.33,13414.08,22970.23,0
426105,F,40.79397672826831,3,5.0,Married,Secondary / secondary special,Municipal apartment,N,N,112500.0,Commercial associate,,Laborers,Business Entity Type 3,Cash loans,247275.0,19548.0,225000.0,,,,,,,,,,,16.0,197376.57,197376.57,0.0,16.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,178785.0,178785.0,23626.305,0.0,,,,,,,,,,18.0,144.5,74.5,0.0,0.0,0.0,0.17376,,1.0,,Tier_2,Other,5,0.7405669409627975,42066.16,9342.63,6204.39,8380.76,10938.46,6381.37,9024.27,92338.04,19548.0,613.96,311.32,0.0028,5061.73,0.0,0.0,37328.63,36,0.4043,0.0,0.0,0.0,0.0,0,1,170.83,1.0,3463.82,10357.44,-15056.48,5
426151,F,27.28815879534565,2,4.0,Married,Secondary / secondary special,House / apartment,N,Y,238500.0,Working,7.477070499657769,,Business Entity Type 2,Cash loans,639396.0,32818.5,571500.0,3.0,1.0,2.0,301500.0,0.0,0.0,0.0,0.0,0.0,1.0,31.0,654895.845,654895.845,0.0,31.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,0.0,484731.0,484731.0,54583.875,21600.0,,,,,,,,,,34.0,377.0,186.5,0.0,0.0,0.0,0.1376037735849056,0.0,1.0,0.0,Tier_3,Salaried,4,0.6078423841067905,59873.01,2046.88,14496.52,35930.9,15911.07,16712.03,30692.15,175662.56,32818.5,30018.94,16118.6,0.0676,49289.67,0.0,0.0,60065.4,195,0.3419,0.0,0.0,0.0,0.0,1,0,179.0,0.9167,33378.1,13651.55,13762.56,0
169285,M,39.723477070499655,0,2.0,Married,Secondary / secondary special,House / apartment,Y,Y,157500.0,Working,8.27378507871321,Drivers,Government,Cash loans,397881.0,31563.0,328500.0,3.0,2.0,1.0,840960.0,415935.0,0.0,0.0,0.0,0.0,0.0,8.0,77757.03,58322.925,3.0,5.0,44.0,44.0,-19434.105,0.625,0.7500662641049948,2.0,2.0,0.0,61821.0,61821.0,13434.975,17955.0,,,,,,,,,,8.0,42.0,21.0,0.0,0.0,0.0,0.2004,2.640857142857143,1.0,0.0,Tier_2,Salaried,2,0.651245764494591,58707.98,1742.32,0.0,5704.23,17978.63,5841.85,8322.21,98297.22,31563.0,27639.78,9750.59,0.0619,341717.48,0.0,530.7,49784.1,109,0.5065,0.0,0.0,0.0,0.0,1,0,333.05,0.8333,28789.24,10457.52,12080.42,0
319230,F,42.288843258042434,2,4.0,Married,Secondary / secondary special,House / apartment,Y,N,135000.0,Working,15.351129363449692,,Business Entity Type 3,Cash loans,792477.0,25564.5,661500.0,13.0,5.0,8.0,1001767.5,377968.635,90026.46,0.0,0.0,0.0,0.0,80.0,1447245.9,1224352.935,14.0,66.0,537.5,647.0,-222892.965,0.825,0.8459881869418322,4.0,3.0,0.0,984226.5,749427.75,53298.36,0.0,6545031.0675,6649948.26,6750000.0,447750.0,103513.635,307196.28,14.544513483333333,0.0,0.0,36.0,814.0,519.5,6.0,63.0,63.0,0.1893666666666666,2.799767666666667,0.75,0.0,Tier_3,Salaried,4,0.6776000483791293,51745.57,6905.87,12130.19,8000.17,6120.9,6573.3,6749.51,98225.51,25564.5,11209.99,3783.81,0.028,139644.9,18715.7,0.0,42003.8,74,0.4276,0.0,0.0,569.78,0.0,0,0,0.0,0.0,15028.12,12845.09,446.96,0
366063,F,51.55099247091034,0,2.0,Married,Secondary / secondary special,House / apartment,N,N,76500.0,Working,7.208761122518823,Managers,Trade: type 7,Cash loans,251280.0,13761.0,180000.0,6.0,4.0,2.0,2490147.0,1210684.5,0.0,0.0,0.0,0.0,0.0,13.0,90756.45,90756.45,0.0,13.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,0.0,358483.5,358483.5,16404.3,4185.0,,,,,,,,,,14.0,230.0,186.5,0.0,0.0,0.0,0.1798823529411764,15.825941176470588,0.6666666666666666,0.0,Tier_3,Salaried,2,0.6859238728492912,29617.27,3315.54,0.0,4930.27,6520.81,4863.69,5980.9,55228.48,13761.0,7510.52,2712.94,0.0355,43109.48,0.0,357.47,24847.99,52,0.4499,802.91,13451.8,0.0,0.0,1,0,147.3,0.9167,7510.26,5404.38,-3814.72,1
199554,F,42.92402464065709,1,3.0,Married,Higher education,House / apartment,N,N,202500.0,State servant,12.629705681040384,Core staff,School,Cash loans,550980.0,40221.0,450000.0,18.0,8.0,10.0,2174187.915,571459.5,77340.915,0.0,0.0,0.0,3.0,8.0,49250.52,49250.52,0.0,8.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,54202.5,54202.5,6156.315,0.0,,,,,,,,,,9.0,60.0,36.0,0.0,0.0,0.0,0.1986222222222222,2.8220222222222224,0.5,0.0,Tier_2,Salaried,3,0.7378767561698863,87897.12,15485.97,8601.01,15705.99,14271.07,7458.88,17519.01,166939.05,40221.0,0.0,0.0,0.0,0.0,0.0,0.0,116966.08,91,0.7007,0.0,0.0,0.0,0.0,0,1,412.67,0.9167,-3299.76,23481.76,-59551.15,7
281369,F,62.67488021902806,0,2.0,Married,Secondary / secondary special,House / apartment,N,Y,135000.0,Pensioner,,,XNA,Cash loans,412942.5,42444.0,373500.0,3.0,0.0,3.0,276016.95,0.0,0.0,0.0,0.0,0.0,0.0,50.0,966559.86,966559.86,0.0,50.0,0.0,0.0,0.0,1.0,1.0,10.0,7.0,2.0,990837.0,660708.0,87076.55249999999,3523.5,0.0,0.0,1350000.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,360.3333333333333,194.5,0.0,0.0,0.0,0.3144,0.0,0.7,0.0,Tier_1,Other,2,0.615593151866653,50520.18,1990.15,0.0,11643.27,9990.96,4832.74,9598.13,88575.43,42444.0,3980.57,2627.31,0.0195,61665.63,0.0,0.0,37756.17,75,0.4263,391.35,16579.09,0.0,0.0,1,0,280.53,0.9167,5077.24,19157.8,-23117.52,6
168821,F,54.68309377138946,0,2.0,Married,Secondary / secondary special,House / apartment,N,Y,38250.0,Working,3.57015742642026,,Government,Cash loans,332946.0,14665.5,238500.0,6.0,2.0,4.0,946407.6,207701.955,38043.045,0.0,0.0,0.0,0.0,36.0,434512.62,417607.155,3.0,33.0,11.0,11.0,-16905.465,0.9166666666666666,0.9610932704325136,3.0,2.0,1.0,617193.0,617193.0,32804.865,1803.87,,,,,,,,,,36.0,446.5,273.3333333333333,1.0,1.0,1.0,0.3834117647058823,5.430116470588236,0.6666666666666666,0.0,Tier_1,Salaried,1,0.7931499853580752,16691.95,563.9,0.0,2322.23,6571.99,1772.11,2391.44,30313.62,14665.5,0.0,0.0,0.0,0.0,0.0,0.0,16307.24,23,0.538,0.0,0.0,0.0,0.0,0,0,0.0,0.0,-7870.55,4435.73,-15892.5,12
233618,F,36.79671457905544,2,4.0,Married,Incomplete higher,House / apartment,Y,Y,202500.0,Working,8.147843942505133,Secretaries,Other,Cash loans,361674.0,24300.0,319500.0,7.0,1.0,6.0,963591.705,86238.0,0.0,0.0,0.0,0.0,0.0,47.0,889904.97,863068.815,4.0,43.0,12.0,12.0,-26836.154999999995,0.9148936170212766,0.9698437969168776,9.0,3.0,2.0,1291540.5,1114467.75,82553.17499999999,5132.25,5646249.1275,5827436.01,7012500.0,742500.0,428911.965,246846.9225,9.66412269876764,0.0,0.0,22.0,151.5,77.0,2.0,14.0,3.0,0.12,0.4258666666666666,0.3333333333333333,0.0,Tier_1,Salaried,4,0.7793108389364913,86180.5,6191.19,7023.53,6755.09,36030.22,15629.91,11880.65,169691.09,24300.0,8508.91,3074.13,0.0152,66374.72,13658.54,0.0,91587.68,557,0.5397,885.04,19812.57,0.0,323.97,1,0,260.94,0.75,6200.0,10856.28,-15649.49,3
228244,M,53.84257357973991,0,2.0,Married,Secondary / secondary special,House / apartment,Y,Y,216000.0,Pensioner,,,XNA,Cash loans,254700.0,14751.0,225000.0,4.0,2.0,2.0,1183500.0,296761.5,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0682916666666666,1.373895833333333,,0.0,Tier_3,Other,2,0.64670614256451,75207.64,2850.65,0.0,11974.46,21823.6,10321.41,13000.44,135178.2,14751.0,66070.8,18589.19,0.0861,383431.45,0.0,0.0,52367.08,76,0.3874,0.0,0.0,0.0,2598.44,0,0,0.0,0.0,56633.37,23797.52,-8162.76,1
256487,F,44.5284052019165,0,1.0,Single / not married,Secondary / secondary special,House / apartment,N,N,225000.0,Working,8.514715947980836,,Business Entity Type 1,Cash loans,2250000.0,71343.0,2250000.0,1.0,1.0,0.0,5760000.0,207.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31708,0.00092,,0.0,Tier_1,Salaried,1,0.7021215283691357,88326.36,20445.68,0.0,9305.93,20147.59,9117.86,17601.43,164944.85,71343.0,0.0,0.0,0.0,0.0,0.0,0.0,65962.23,335,0.3999,0.0,0.0,0.0,0.0,0,0,0.0,0.0,-18213.37,11606.21,-39629.0,11
226947,F,40.47912388774812,2,4.0,Married,Secondary / secondary special,House / apartment,N,Y,180000.0,Working,,Medicine staff,Medicine,Cash loans,1125000.0,36423.0,1125000.0,4.0,4.0,0.0,855000.0,637029.0,0.0,0.0,0.0,0.0,0.0,12.0,378573.165,378573.165,0.0,12.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,304654.5,304654.5,23889.555,9900.0,,,,,,,,,,14.0,204.0,163.5,0.0,0.0,0.0,0.20235,3.53905,1.0,0.0,Tier_3,Salaried,4,0.5721299932267434,52570.42,2025.13,8797.27,14845.12,10723.92,14021.53,31851.09,134834.48,36423.0,8742.52,3603.2,0.02,23946.99,0.0,0.0,51560.11,113,0.3824,0.0,0.0,0.0,0.0,1,0,444.85,0.9167,6505.97,14588.23,-10790.02,6
399559,F,39.017111567419576,0,2.0,Married,Secondary / secondary special,House / apartment,N,N,90000.0,Working,,Waiters/barmen staff,Trade: type 7,Cash loans,490536.0,16069.5,405000.0,2.0,1.0,1.0,335245.5,216499.5,0.0,0.0,0.0,0.0,0.0,9.0,12616.92,12616.92,0.0,9.0,0.0,0.0,0.0,1.0,1.0,5.0,1.0,1.0,222651.0,133825.5,13947.345,0.0,203516.19,203516.19,225000.0,48096.405,7808.219999999999,6750.0,4.522582,0.0,0.0,,,,,,,0.17855,2.40555,0.2,0.0,Tier_2,Salaried,2,0.7563056335544467,44275.6,6295.51,0.0,3084.88,8756.81,4358.51,4084.77,70856.08,16069.5,3074.42,1948.71,0.0217,8315.8,0.0,0.0,42093.94,57,0.5941,0.0,0.0,179.02,0.0,1,0,206.61,1.0,5919.23,7203.31,-9047.94,3
124715,F,33.55509924709104,2,4.0,Married,Higher education,House / apartment,N,Y,166500.0,Commercial associate,10.573579739904176,Accountants,Business Entity Type 2,Cash loans,571446.0,21123.0,477000.0,4.0,1.0,3.0,374764.95,171166.5,8831.34,0.0,0.0,0.0,0.0,74.0,1725266.835,1725266.835,0.0,74.0,0.0,0.0,0.0,1.0,1.0,6.0,5.0,0.0,1389645.0,1075815.0,94328.28,0.0,,,,,,,,,,77.0,786.6,390.35,0.0,0.0,0.0,0.1268648648648648,1.028027027027027,0.8333333333333334,0.0,Tier_2,Other,5,0.6048699467352149,51418.26,3579.41,7576.76,9834.41,17975.04,10326.98,5658.52,106369.38,21123.0,39007.62,19907.86,0.1196,367799.46,0.0,1966.94,42123.91,90,0.396,0.0,0.0,0.0,0.0,0,0,0.0,0.0,38826.76,12869.39,19431.72,0
164940,M,49.08692676249144,0,2.0,Married,Secondary / secondary special,House / apartment,Y,Y,274500.0,Working,13.481177275838467,Managers,Postal,Cash loans,397017.0,20398.5,301500.0,18.0,4.0,14.0,10218478.5,622012.5,0.0,0.0,0.0,0.0,0.0,105.0,4536748.8,5445889.47,5.0,100.0,26.0,26.0,909140.67,0.9523809523809524,1.2003947562624582,13.0,6.0,6.0,20959893.0,18331279.5,524507.145,6111.0,4267751.955,4793680.8,7650000.0,552287.565,864707.8049999999,206711.5875,9.483893233333331,0.0,0.0,65.0,1428.3333333333333,1119.5,0.0,0.0,0.0,0.074311475409836,2.265983606557377,0.4615384615384615,0.0,Tier_1,Salaried,2,0.7659365055071594,113196.39,6877.87,0.0,17515.8,41091.48,14464.64,14251.15,207397.33,20398.5,46704.17,22807.16,0.0831,438040.7,0.0,3209.57,82761.87,337,0.399,6477.17,146587.73,0.0,0.0,0,0,0.0,0.0,56810.75,21194.63,18050.2,0
306369,F,30.05612594113621,1,2.0,Separated,Higher education,House / apartment,N,Y,216000.0,State servant,,Core staff,Kindergarten,Cash loans,1042560.0,34587.0,900000.0,7.0,2.0,5.0,3905852.715,3344287.5,0.0,0.0,0.0,0.0,0.0,120.0,678312.315,678312.315,0.0,120.0,0.0,0.0,0.0,1.0,1.0,9.0,5.0,1.0,1080387.0,895857.75,67237.695,0.0,1494889.42125,2112539.22,2049000.0,90000.0,243112.5,96628.1325,20.457699625,0.0,0.0,53.0,615.5,341.95,0.0,0.0,0.0,0.160125,15.4828125,0.5555555555555556,0.0,Tier_1,Salaried,2,0.7402637547211974,106998.88,4655.05,8898.09,8268.71,20360.0,10716.24,16056.94,175953.91,34587.0,5459.09,2506.01,0.0116,28713.18,0.0,0.0,100153.31,262,0.5692,0.0,0.0,0.0,0.0,0,0,0.0,0.0,-4892.44,16893.17,-37417.71,6
